"year","mean","location","age"
1981,0.0387867532779562,"Ethiopia","Neonatal"
1981,0.0216706532662207,"Ethiopia","Neonatal"
1982,0.228755653419109,"Ethiopia","Under 5"
1982,0.0384268743752266,"Ethiopia","Neonatal"
1982,0.0213512597787601,"Ethiopia","Neonatal"
1983,0.277162738835615,"Ethiopia","Under 5"
1983,0.0359962954824844,"Ethiopia","Neonatal"
1983,0.0198614410636523,"Ethiopia","Neonatal"
1984,0.271955732876489,"Ethiopia","Under 5"
1984,0.0357965724228734,"Ethiopia","Neonatal"
1984,0.0196155582067676,"Ethiopia","Neonatal"
1985,0.216318852494169,"Ethiopia","Under 5"
1985,0.0372017363372309,"Ethiopia","Neonatal"
1985,0.0202398688362944,"Ethiopia","Neonatal"
1986,0.2127246418521,"Ethiopia","Under 5"
1986,0.0368784593912722,"Ethiopia","Neonatal"
1986,0.0198912423704182,"Ethiopia","Neonatal"
1987,0.208965040897063,"Ethiopia","Under 5"
1987,0.0365185927494398,"Ethiopia","Neonatal"
1987,0.0194806087319782,"Ethiopia","Neonatal"
1988,0.205002137032358,"Ethiopia","Under 5"
1988,0.0362072273844834,"Ethiopia","Neonatal"
1988,0.0190651916582931,"Ethiopia","Neonatal"
1989,0.202854479129416,"Ethiopia","Under 5"
1989,0.0360030478646275,"Ethiopia","Neonatal"
1989,0.0187100143789694,"Ethiopia","Neonatal"
1990,0.197658678051281,"Ethiopia","Under 5"
1990,0.0355368829527255,"Ethiopia","Neonatal"
1990,0.0181203121080451,"Ethiopia","Neonatal"
1991,0.192629682903287,"Ethiopia","Under 5"
1991,0.0351267512548261,"Ethiopia","Neonatal"
1991,0.0175993288746759,"Ethiopia","Neonatal"
1992,0.188740127764271,"Ethiopia","Under 5"
1992,0.0349377275545638,"Ethiopia","Neonatal"
1992,0.0171585266934965,"Ethiopia","Neonatal"
1993,0.183952056743899,"Ethiopia","Under 5"
1993,0.034540208836961,"Ethiopia","Neonatal"
1993,0.016591395409724,"Ethiopia","Neonatal"
1994,0.178992398262326,"Ethiopia","Under 5"
1994,0.0341842593878822,"Ethiopia","Neonatal"
1994,0.0160084078829305,"Ethiopia","Neonatal"
1995,0.173015309121006,"Ethiopia","Under 5"
1995,0.0336973075846532,"Ethiopia","Neonatal"
1995,0.0153611760343007,"Ethiopia","Neonatal"
1996,0.166539116838252,"Ethiopia","Under 5"
1996,0.0331040962495093,"Ethiopia","Neonatal"
1996,0.0147020620507124,"Ethiopia","Neonatal"
1997,0.159984615489624,"Ethiopia","Under 5"
1997,0.0324791078739118,"Ethiopia","Neonatal"
1997,0.0140720636792405,"Ethiopia","Neonatal"
1998,0.15462744753789,"Ethiopia","Under 5"
1998,0.0320489377074943,"Ethiopia","Neonatal"
1998,0.0135803646346822,"Ethiopia","Neonatal"
1999,0.151159377793155,"Ethiopia","Under 5"
1999,0.031723766229514,"Ethiopia","Neonatal"
1999,0.0131877677674416,"Ethiopia","Neonatal"
2000,0.145807295687611,"Ethiopia","Under 5"
2000,0.0312133476455987,"Ethiopia","Neonatal"
2000,0.0127182009270102,"Ethiopia","Neonatal"
2001,0.136407823368177,"Ethiopia","Under 5"
2001,0.0303115254155387,"Ethiopia","Neonatal"
2001,0.0120683967008071,"Ethiopia","Neonatal"
2002,0.130166875937487,"Ethiopia","Under 5"
2002,0.0296736815237867,"Ethiopia","Neonatal"
2002,0.0115569675908905,"Ethiopia","Neonatal"
2003,0.124996353714528,"Ethiopia","Under 5"
2003,0.029194033023389,"Ethiopia","Neonatal"
2003,0.0111308946563496,"Ethiopia","Neonatal"
2004,0.119236340195761,"Ethiopia","Under 5"
2004,0.0286187970670852,"Ethiopia","Neonatal"
2004,0.0106685173720108,"Ethiopia","Neonatal"
2005,0.113332413699177,"Ethiopia","Under 5"
2005,0.0279362402807716,"Ethiopia","Neonatal"
2005,0.0101651094050128,"Ethiopia","Neonatal"
2006,0.107748059592273,"Ethiopia","Under 5"
2006,0.0272418160610189,"Ethiopia","Neonatal"
2006,0.00967590426520305,"Ethiopia","Neonatal"
2007,0.101925326073836,"Ethiopia","Under 5"
2007,0.026506107535046,"Ethiopia","Neonatal"
2007,0.00917565466107738,"Ethiopia","Neonatal"
2008,0.0963860033241249,"Ethiopia","Under 5"
2008,0.0257455335522691,"Ethiopia","Neonatal"
2008,0.00869766283091183,"Ethiopia","Neonatal"
2009,0.0914396120061367,"Ethiopia","Under 5"
2009,0.0250046121971626,"Ethiopia","Neonatal"
2009,0.00826545413090906,"Ethiopia","Neonatal"
2010,0.0863478229351772,"Ethiopia","Under 5"
2010,0.0242320152011301,"Ethiopia","Neonatal"
2010,0.00782268398110847,"Ethiopia","Neonatal"
2011,0.0813372336994115,"Ethiopia","Under 5"
2011,0.0234011924891604,"Ethiopia","Neonatal"
2011,0.00738712416478175,"Ethiopia","Neonatal"
2012,0.0766166253166455,"Ethiopia","Under 5"
2012,0.0225492824335384,"Ethiopia","Neonatal"
2012,0.00697497453719348,"Ethiopia","Neonatal"
2013,0.072224232556613,"Ethiopia","Under 5"
2013,0.0217375421444852,"Ethiopia","Neonatal"
2013,0.0065883238261179,"Ethiopia","Neonatal"
2014,0.0680206372372572,"Ethiopia","Under 5"
2014,0.0209350926427754,"Ethiopia","Neonatal"
2014,0.00621821419000478,"Ethiopia","Neonatal"
2015,0.0640153555378705,"Ethiopia","Under 5"
2015,0.0201316259066269,"Ethiopia","Neonatal"
2015,0.00586516131512242,"Ethiopia","Neonatal"
2016,0.0600120514540807,"Ethiopia","Under 5"
2016,0.0192875824130817,"Ethiopia","Neonatal"
2016,0.00551460949670214,"Ethiopia","Neonatal"
2017,0.0561072977258587,"Ethiopia","Under 5"
2017,0.018221372644763,"Ethiopia","Neonatal"
2017,0.00516111271956903,"Ethiopia","Neonatal"
1950,0.0868091778546903,"Ethiopia","Neonatal"
1951,0.0859894973652437,"Ethiopia","Neonatal"
1952,0.0851591323036028,"Ethiopia","Neonatal"
1953,0.0843329690302206,"Ethiopia","Neonatal"
1954,0.0836626844707531,"Ethiopia","Neonatal"
1955,0.0831082446191364,"Ethiopia","Neonatal"
1956,0.0825585869391682,"Ethiopia","Neonatal"
1957,0.0821300026002013,"Ethiopia","Neonatal"
1958,0.0817275076495322,"Ethiopia","Neonatal"
1959,0.0811157263559399,"Ethiopia","Neonatal"
1960,0.0803420392994338,"Ethiopia","Neonatal"
1961,0.0796326800828154,"Ethiopia","Neonatal"
1962,0.079016513650327,"Ethiopia","Neonatal"
1963,0.0784741032897128,"Ethiopia","Neonatal"
1964,0.0778770054265034,"Ethiopia","Neonatal"
1965,0.0771433249107226,"Ethiopia","Neonatal"
1966,0.0765359173937249,"Ethiopia","Neonatal"
1967,0.0758367501202077,"Ethiopia","Neonatal"
1968,0.0752251143403292,"Ethiopia","Neonatal"
1969,0.07447439570321,"Ethiopia","Neonatal"
1970,0.0737509908847443,"Ethiopia","Neonatal"
1971,0.073043305894066,"Ethiopia","Neonatal"
1972,0.0720495087686471,"Ethiopia","Neonatal"
1973,0.0706068586737161,"Ethiopia","Neonatal"
1974,0.0698828881851318,"Ethiopia","Neonatal"
1975,0.0691555296251525,"Ethiopia","Neonatal"
1976,0.068622125205322,"Ethiopia","Neonatal"
1977,0.0683357934409959,"Ethiopia","Neonatal"
1978,0.0680947578546613,"Ethiopia","Neonatal"
1979,0.0682488205885867,"Ethiopia","Neonatal"
1980,0.0675483849595113,"Ethiopia","Neonatal"
1981,0.066850581762028,"Ethiopia","Neonatal"
1982,0.0661028781655777,"Ethiopia","Neonatal"
1983,0.0623353416313909,"Ethiopia","Neonatal"
1984,0.0618164918202321,"Ethiopia","Neonatal"
1985,0.0635840718537817,"Ethiopia","Neonatal"
1986,0.0628917287012049,"Ethiopia","Neonatal"
1987,0.0620917910652706,"Ethiopia","Neonatal"
1988,0.0613471637673357,"Ethiopia","Neonatal"
1989,0.0607122205320874,"Ethiopia","Neonatal"
1990,0.0595882251159358,"Ethiopia","Neonatal"
1991,0.0586607480522325,"Ethiopia","Neonatal"
1992,0.0580436769434646,"Ethiopia","Neonatal"
1993,0.0569843357745845,"Ethiopia","Neonatal"
1994,0.0559401497553181,"Ethiopia","Neonatal"
1995,0.0546980609725196,"Ethiopia","Neonatal"
1996,0.0533153754076791,"Ethiopia","Neonatal"
1997,0.0519329643122342,"Ethiopia","Neonatal"
1998,0.0509209942164297,"Ethiopia","Neonatal"
1999,0.0500512330634215,"Ethiopia","Neonatal"
2000,0.0489696551554355,"Ethiopia","Neonatal"
2001,0.047439754075575,"Ethiopia","Neonatal"
2002,0.0461975575949786,"Ethiopia","Neonatal"
2003,0.045217204595926,"Ethiopia","Neonatal"
2004,0.0441135836563503,"Ethiopia","Neonatal"
2005,0.0428568288253143,"Ethiopia","Neonatal"
2006,0.0415944063878184,"Ethiopia","Neonatal"
2007,0.0402628982351363,"Ethiopia","Neonatal"
2008,0.0389491509030306,"Ethiopia","Neonatal"
2009,0.0377062058781215,"Ethiopia","Neonatal"
2010,0.0364131439598806,"Ethiopia","Neonatal"
2011,0.0350553570396633,"Ethiopia","Neonatal"
2012,0.0336740698760107,"Ethiopia","Neonatal"
2013,0.032356950478825,"Ethiopia","Neonatal"
2014,0.0310490125441094,"Ethiopia","Neonatal"
2015,0.029736993977227,"Ethiopia","Neonatal"
2016,0.0283722007962592,"Ethiopia","Neonatal"
2017,0.0267536564908969,"Ethiopia","Neonatal"
1950,0.0671888964345065,"Ethiopia","Neonatal"
1951,0.0662448658005595,"Ethiopia","Neonatal"
1952,0.0655997798186847,"Ethiopia","Neonatal"
1953,0.064959816008845,"Ethiopia","Neonatal"
1954,0.0644394479720065,"Ethiopia","Neonatal"
1955,0.0639992096222929,"Ethiopia","Neonatal"
1956,0.0635445548054512,"Ethiopia","Neonatal"
1957,0.0631680434375261,"Ethiopia","Neonatal"
1958,0.0628187892080918,"Ethiopia","Neonatal"
1959,0.0623151638490647,"Ethiopia","Neonatal"
1960,0.0617042360684383,"Ethiopia","Neonatal"
1961,0.0611108066900005,"Ethiopia","Neonatal"
1962,0.0605807510856857,"Ethiopia","Neonatal"
1963,0.0600859975167054,"Ethiopia","Neonatal"
1964,0.0595489406177691,"Ethiopia","Neonatal"
1965,0.0588783972814293,"Ethiopia","Neonatal"
1966,0.058407224012721,"Ethiopia","Neonatal"
1967,0.0578454650914346,"Ethiopia","Neonatal"
1968,0.05736489387546,"Ethiopia","Neonatal"
1969,0.0568051992188833,"Ethiopia","Neonatal"
1970,0.0562720950526665,"Ethiopia","Neonatal"
1971,0.0557796296587014,"Ethiopia","Neonatal"
1972,0.0550675593666654,"Ethiopia","Neonatal"
1973,0.0537556540856013,"Ethiopia","Neonatal"
1974,0.0532380258717927,"Ethiopia","Neonatal"
1975,0.052732331104195,"Ethiopia","Neonatal"
1976,0.052447394646237,"Ethiopia","Neonatal"
1977,0.0522742775443612,"Ethiopia","Neonatal"
1978,0.0521437372032812,"Ethiopia","Neonatal"
1979,0.0524643173686195,"Ethiopia","Neonatal"
1980,0.0520159152719637,"Ethiopia","Neonatal"
1981,0.0515565392902285,"Ethiopia","Neonatal"
1982,0.0510196082912632,"Ethiopia","Neonatal"
1983,0.0472007215207761,"Ethiopia","Neonatal"
1984,0.0468892124895457,"Ethiopia","Neonatal"
1985,0.0491006924786327,"Ethiopia","Neonatal"
1986,0.04851445264973,"Ethiopia","Neonatal"
1987,0.0478403642229001,"Ethiopia","Neonatal"
1988,0.0471882582910437,"Ethiopia","Neonatal"
1989,0.0467514017166458,"Ethiopia","Neonatal"
1990,0.0458335657360788,"Ethiopia","Neonatal"
1991,0.0449563059364937,"Ethiopia","Neonatal"
1992,0.0443522924190154,"Ethiopia","Neonatal"
1993,0.0435485187514955,"Ethiopia","Neonatal"
1994,0.0427806293515023,"Ethiopia","Neonatal"
1995,0.0418262241085059,"Ethiopia","Neonatal"
1996,0.0407819044138136,"Ethiopia","Neonatal"
1997,0.0397282934247569,"Ethiopia","Neonatal"
1998,0.0389502175763767,"Ethiopia","Neonatal"
1999,0.0384279941620628,"Ethiopia","Neonatal"
2000,0.0375960464057863,"Ethiopia","Neonatal"
2001,0.0360812211578632,"Ethiopia","Neonatal"
2002,0.035071546585479,"Ethiopia","Neonatal"
2003,0.0342739880793874,"Ethiopia","Neonatal"
2004,0.0333408296774038,"Ethiopia","Neonatal"
2005,0.0322727926134515,"Ethiopia","Neonatal"
2006,0.0312131475421989,"Ethiopia","Neonatal"
2007,0.0301205294824635,"Ethiopia","Neonatal"
2008,0.0290030617153779,"Ethiopia","Neonatal"
2009,0.0279416935893055,"Ethiopia","Neonatal"
2010,0.0268467975787282,"Ethiopia","Neonatal"
2011,0.0257161954984505,"Ethiopia","Neonatal"
2012,0.0246133196840115,"Ethiopia","Neonatal"
2013,0.0235736201187109,"Ethiopia","Neonatal"
2014,0.0225757201364493,"Ethiopia","Neonatal"
2015,0.0216182855414732,"Ethiopia","Neonatal"
2016,0.0206389714772595,"Ethiopia","Neonatal"
2017,0.0194663677771593,"Ethiopia","Neonatal"
1950,0.077923624040426,"Ethiopia","Neonatal"
1951,0.0766705996857502,"Ethiopia","Neonatal"
1952,0.0759255634181852,"Ethiopia","Neonatal"
1953,0.0751851537727953,"Ethiopia","Neonatal"
1954,0.074583535560974,"Ethiopia","Neonatal"
1955,0.0740806818124449,"Ethiopia","Neonatal"
1956,0.0735721846316979,"Ethiopia","Neonatal"
1957,0.0731656911718495,"Ethiopia","Neonatal"
1958,0.0727866832037727,"Ethiopia","Neonatal"
1959,0.0722270785419095,"Ethiopia","Neonatal"
1960,0.0715282181606903,"Ethiopia","Neonatal"
1961,0.0708740985376893,"Ethiopia","Neonatal"
1962,0.0702998036315993,"Ethiopia","Neonatal"
1963,0.0697806866618658,"Ethiopia","Neonatal"
1964,0.0692141655741704,"Ethiopia","Neonatal"
1965,0.0685124687653751,"Ethiopia","Neonatal"
1966,0.0679716141663378,"Ethiopia","Neonatal"
1967,0.0673372199810015,"Ethiopia","Neonatal"
1968,0.0667869638031514,"Ethiopia","Neonatal"
1969,0.0661251693563935,"Ethiopia","Neonatal"
1970,0.0654939204161753,"Ethiopia","Neonatal"
1971,0.0648891901532561,"Ethiopia","Neonatal"
1972,0.0640292445791288,"Ethiopia","Neonatal"
1973,0.0626497745650545,"Ethiopia","Neonatal"
1974,0.0620265240405334,"Ethiopia","Neonatal"
1975,0.0614062017027236,"Ethiopia","Neonatal"
1976,0.0609931847022294,"Ethiopia","Neonatal"
1977,0.060763728743529,"Ethiopia","Neonatal"
1978,0.0605742331655083,"Ethiopia","Neonatal"
1979,0.0608031984208326,"Ethiopia","Neonatal"
1980,0.0602126319094677,"Ethiopia","Neonatal"
1981,0.0596168722625677,"Ethiopia","Neonatal"
1982,0.0589576719767153,"Ethiopia","Neonatal"
1983,0.0551427982449015,"Ethiopia","Neonatal"
1984,0.0547099608796775,"Ethiopia","Neonatal"
1985,0.0566886469095773,"Ethiopia","Neonatal"
1986,0.0560361433876908,"Ethiopia","Neonatal"
1987,0.0552877970646237,"Ethiopia","Neonatal"
1988,0.0545821213132759,"Ethiopia","Neonatal"
1989,0.054039444700363,"Ethiopia","Neonatal"
1990,0.0530132556503201,"Ethiopia","Neonatal"
1991,0.0521078728818694,"Ethiopia","Neonatal"
1992,0.0514967743172052,"Ethiopia","Neonatal"
1993,0.0505585339843366,"Ethiopia","Neonatal"
1994,0.0496454317033556,"Ethiopia","Neonatal"
1995,0.0485408533452641,"Ethiopia","Neonatal"
1996,0.0473194598230285,"Ethiopia","Neonatal"
1997,0.0460941234789057,"Ethiopia","Neonatal"
1998,0.0451940660819544,"Ethiopia","Neonatal"
1999,0.0444931683352121,"Ethiopia","Neonatal"
2000,0.0435345709456476,"Ethiopia","Neonatal"
2001,0.0420141106030245,"Ethiopia","Neonatal"
2002,0.0408877113390043,"Ethiopia","Neonatal"
2003,0.0399999719735613,"Ethiopia","Neonatal"
2004,0.0389819943054198,"Ethiopia","Neonatal"
2005,0.0378173747469657,"Ethiopia","Neonatal"
2006,0.0366541311220053,"Ethiopia","Neonatal"
2007,0.0354385513069725,"Ethiopia","Neonatal"
2008,0.0342192704129415,"Ethiopia","Neonatal"
2009,0.0330633918528949,"Ethiopia","Neonatal"
2010,0.0318651397850946,"Ethiopia","Neonatal"
2011,0.0306154491394207,"Ethiopia","Neonatal"
2012,0.029366976299926,"Ethiopia","Neonatal"
2013,0.0281826520037713,"Ethiopia","Neonatal"
2014,0.0270231279426398,"Ethiopia","Neonatal"
2015,0.0258787119882712,"Ethiopia","Neonatal"
2016,0.0246958284246402,"Ethiopia","Neonatal"
2017,0.0232884428062071,"Ethiopia","Neonatal"
1950,0.306008290932103,"Rwanda","Under 5"
1950,0.0540789950586727,"Rwanda","Neonatal"
1950,0.0290926720093582,"Rwanda","Neonatal"
1951,0.303869205276965,"Rwanda","Under 5"
1951,0.0536330981061774,"Rwanda","Neonatal"
1951,0.0286153233873025,"Rwanda","Neonatal"
1952,0.304322732860986,"Rwanda","Under 5"
1952,0.0538754628536574,"Rwanda","Neonatal"
1952,0.0286367564352695,"Rwanda","Neonatal"
1953,0.297097037083743,"Rwanda","Under 5"
1953,0.0526777653581924,"Rwanda","Neonatal"
1953,0.0278903650995772,"Rwanda","Neonatal"
1954,0.291415241886,"Rwanda","Under 5"
1954,0.0517485597211425,"Rwanda","Neonatal"
1954,0.0272960823078844,"Rwanda","Neonatal"
1955,0.287048750027045,"Rwanda","Under 5"
1955,0.051073965137403,"Rwanda","Neonatal"
1955,0.0268366428382288,"Rwanda","Neonatal"
1956,0.284934269598597,"Rwanda","Under 5"
1956,0.0508525296961597,"Rwanda","Neonatal"
1956,0.0266241017538957,"Rwanda","Neonatal"
1957,0.2807111146639,"Rwanda","Under 5"
1957,0.0502783894384364,"Rwanda","Neonatal"
1957,0.0262439237587328,"Rwanda","Neonatal"
1958,0.277161557508433,"Rwanda","Under 5"
1958,0.0498665923819985,"Rwanda","Neonatal"
1958,0.0259766175299198,"Rwanda","Neonatal"
1959,0.272960396444374,"Rwanda","Under 5"
1959,0.0494724024906358,"Rwanda","Neonatal"
1959,0.0256122649351172,"Rwanda","Neonatal"
1960,0.268676019827321,"Rwanda","Under 5"
1960,0.0488395372902242,"Rwanda","Neonatal"
1960,0.0250951534051344,"Rwanda","Neonatal"
1961,0.267195969151897,"Rwanda","Under 5"
1961,0.0485776178187387,"Rwanda","Neonatal"
1961,0.0249036334248704,"Rwanda","Neonatal"
1962,0.265985127601506,"Rwanda","Under 5"
1962,0.0482819593494828,"Rwanda","Neonatal"
1962,0.0247649332892476,"Rwanda","Neonatal"
1963,0.266284067969108,"Rwanda","Under 5"
1963,0.0482512465150834,"Rwanda","Neonatal"
1963,0.0248503552192791,"Rwanda","Neonatal"
1964,0.267667351766116,"Rwanda","Under 5"
1964,0.048434535116635,"Rwanda","Neonatal"
1964,0.025031269492497,"Rwanda","Neonatal"
1965,0.269001250527403,"Rwanda","Under 5"
1965,0.0486567736708195,"Rwanda","Neonatal"
1965,0.0251912383906581,"Rwanda","Neonatal"
1966,0.270226259255039,"Rwanda","Under 5"
1966,0.0488931479862558,"Rwanda","Neonatal"
1966,0.0252973132385899,"Rwanda","Neonatal"
1967,0.270840079827251,"Rwanda","Under 5"
1967,0.0489884099086013,"Rwanda","Neonatal"
1967,0.0253537435000635,"Rwanda","Neonatal"
1968,0.271195854202841,"Rwanda","Under 5"
1968,0.0490580382944254,"Rwanda","Neonatal"
1968,0.0253978528188334,"Rwanda","Neonatal"
1969,0.271264637326368,"Rwanda","Under 5"
1969,0.0491975461894558,"Rwanda","Neonatal"
1969,0.0253986424322354,"Rwanda","Neonatal"
1970,0.270004079396713,"Rwanda","Under 5"
1970,0.0491428102713734,"Rwanda","Neonatal"
1970,0.0252166483467918,"Rwanda","Neonatal"
1971,0.268701208191933,"Rwanda","Under 5"
1971,0.0489152675876242,"Rwanda","Neonatal"
1971,0.0250223485121401,"Rwanda","Neonatal"
1972,0.266797371651667,"Rwanda","Under 5"
1972,0.0485419484832128,"Rwanda","Neonatal"
1972,0.0247515270675738,"Rwanda","Neonatal"
1973,0.263766080402745,"Rwanda","Under 5"
1973,0.047962775154154,"Rwanda","Neonatal"
1973,0.0243608659844509,"Rwanda","Neonatal"
1974,0.260473109077081,"Rwanda","Under 5"
1974,0.0474145591682307,"Rwanda","Neonatal"
1974,0.023972469777405,"Rwanda","Neonatal"
1975,0.257201213294506,"Rwanda","Under 5"
1975,0.0469494320872125,"Rwanda","Neonatal"
1975,0.0236185841881951,"Rwanda","Neonatal"
1976,0.251812700831218,"Rwanda","Under 5"
1976,0.0460621028814369,"Rwanda","Neonatal"
1976,0.0230814338154782,"Rwanda","Neonatal"
1977,0.245453012716044,"Rwanda","Under 5"
1977,0.0451282957718896,"Rwanda","Neonatal"
1977,0.0224807965499534,"Rwanda","Neonatal"
1978,0.239681310130687,"Rwanda","Under 5"
1978,0.0442789762216394,"Rwanda","Neonatal"
1978,0.0219234175771295,"Rwanda","Neonatal"
1979,0.231500523604791,"Rwanda","Under 5"
1979,0.0431696981913842,"Rwanda","Neonatal"
1979,0.0211433073748938,"Rwanda","Neonatal"
1980,0.22216721732222,"Rwanda","Under 5"
1980,0.0419655742492522,"Rwanda","Neonatal"
1980,0.0202762335829326,"Rwanda","Neonatal"
1981,0.212461887366329,"Rwanda","Under 5"
1981,0.0405684752469679,"Rwanda","Neonatal"
1981,0.0193310647191161,"Rwanda","Neonatal"
1982,0.203880659413109,"Rwanda","Under 5"
1982,0.0392329619492555,"Rwanda","Neonatal"
1982,0.0184689694089375,"Rwanda","Neonatal"
1983,0.196306421415823,"Rwanda","Under 5"
1983,0.0379716108490163,"Rwanda","Neonatal"
1983,0.0176864540704843,"Rwanda","Neonatal"
1984,0.190303286237176,"Rwanda","Under 5"
1984,0.0367705953727829,"Rwanda","Neonatal"
1984,0.0170308669721885,"Rwanda","Neonatal"
1985,0.185837021868324,"Rwanda","Under 5"
1985,0.035769141013821,"Rwanda","Neonatal"
1985,0.0164864419107804,"Rwanda","Neonatal"
1986,0.181989982928057,"Rwanda","Under 5"
1986,0.0348110743017624,"Rwanda","Neonatal"
1986,0.0159852731444767,"Rwanda","Neonatal"
1987,0.178753973005016,"Rwanda","Under 5"
1987,0.0338172016234926,"Rwanda","Neonatal"
1987,0.0155220884605458,"Rwanda","Neonatal"
1988,0.177142775968644,"Rwanda","Under 5"
1988,0.0330053489175113,"Rwanda","Neonatal"
1988,0.0151034052781028,"Rwanda","Neonatal"
1989,0.17777191194522,"Rwanda","Under 5"
1989,0.0324542494006279,"Rwanda","Neonatal"
1989,0.0148176767622869,"Rwanda","Neonatal"
1990,0.179622485707312,"Rwanda","Under 5"
1990,0.0323609902240094,"Rwanda","Neonatal"
1990,0.0146008122661333,"Rwanda","Neonatal"
1991,0.181432815127406,"Rwanda","Under 5"
1991,0.0324230170271407,"Rwanda","Neonatal"
1991,0.014371467940876,"Rwanda","Neonatal"
1992,0.183218483556558,"Rwanda","Under 5"
1992,0.0324231228983241,"Rwanda","Neonatal"
1992,0.0140966190095032,"Rwanda","Neonatal"
1993,0.184510030875579,"Rwanda","Under 5"
1993,0.0325343986229045,"Rwanda","Neonatal"
1993,0.0139315786938181,"Rwanda","Neonatal"
1994,0.434140331757357,"Rwanda","Under 5"
1994,0.0387557314712208,"Rwanda","Neonatal"
1994,0.018974134342463,"Rwanda","Neonatal"
1995,0.191894787462695,"Rwanda","Under 5"
1995,0.0333880029048683,"Rwanda","Neonatal"
1995,0.0137390100637046,"Rwanda","Neonatal"
1996,0.188408848369235,"Rwanda","Under 5"
1996,0.0330181529599703,"Rwanda","Neonatal"
1996,0.0135550866545758,"Rwanda","Neonatal"
1997,0.187029547293621,"Rwanda","Under 5"
1997,0.0325215623515979,"Rwanda","Neonatal"
1997,0.0134988077850626,"Rwanda","Neonatal"
1998,0.181116637807475,"Rwanda","Under 5"
1998,0.031667111097755,"Rwanda","Neonatal"
1998,0.0133853699067844,"Rwanda","Neonatal"
1999,0.1736525945832,"Rwanda","Under 5"
1999,0.0306300414445439,"Rwanda","Neonatal"
1999,0.0130702541379413,"Rwanda","Neonatal"
2000,0.16604392139892,"Rwanda","Under 5"
2000,0.0295931636825871,"Rwanda","Neonatal"
2000,0.0126503014366087,"Rwanda","Neonatal"
2001,0.156614762504544,"Rwanda","Under 5"
2001,0.0286053353831899,"Rwanda","Neonatal"
2001,0.0121551446930573,"Rwanda","Neonatal"
2002,0.145914414256754,"Rwanda","Under 5"
2002,0.0274613258878667,"Rwanda","Neonatal"
2002,0.0115462980706386,"Rwanda","Neonatal"
2003,0.134811647763641,"Rwanda","Under 5"
2003,0.0263923800704684,"Rwanda","Neonatal"
2003,0.0108456796155887,"Rwanda","Neonatal"
2004,0.123661037766192,"Rwanda","Under 5"
2004,0.025284100204198,"Rwanda","Neonatal"
2004,0.0101143821424808,"Rwanda","Neonatal"
2005,0.113094752409571,"Rwanda","Under 5"
2005,0.0241507370732125,"Rwanda","Neonatal"
2005,0.0093749206259981,"Rwanda","Neonatal"
2006,0.103178780023647,"Rwanda","Under 5"
2006,0.0230365080840509,"Rwanda","Neonatal"
2006,0.00866439660738553,"Rwanda","Neonatal"
2007,0.0947129961524796,"Rwanda","Under 5"
2007,0.0221493138096748,"Rwanda","Neonatal"
2007,0.00808218744209288,"Rwanda","Neonatal"
2008,0.0870483079550917,"Rwanda","Under 5"
2008,0.0212976526582289,"Rwanda","Neonatal"
2008,0.00757974550072242,"Rwanda","Neonatal"
2009,0.0801370910774766,"Rwanda","Under 5"
2009,0.0203269973929482,"Rwanda","Neonatal"
2009,0.0071451933383139,"Rwanda","Neonatal"
2010,0.0744121865558858,"Rwanda","Under 5"
2010,0.01955804461623,"Rwanda","Neonatal"
2010,0.00679080814085948,"Rwanda","Neonatal"
2011,0.069413027630893,"Rwanda","Under 5"
2011,0.0188226724828863,"Rwanda","Neonatal"
2011,0.00647329694528888,"Rwanda","Neonatal"
2012,0.0654268769250492,"Rwanda","Under 5"
2012,0.0182267483825682,"Rwanda","Neonatal"
2012,0.00619978795952993,"Rwanda","Neonatal"
2013,0.0610140061627258,"Rwanda","Under 5"
2013,0.0174070302188528,"Rwanda","Neonatal"
2013,0.00584548891316308,"Rwanda","Neonatal"
2014,0.0580104022749119,"Rwanda","Under 5"
2014,0.0168855972621095,"Rwanda","Neonatal"
2014,0.00561345179969179,"Rwanda","Neonatal"
2015,0.0555574583609939,"Rwanda","Under 5"
2015,0.016504904221137,"Rwanda","Neonatal"
2015,0.00543143480361956,"Rwanda","Neonatal"
2016,0.0532069274022366,"Rwanda","Under 5"
2016,0.016104676327598,"Rwanda","Neonatal"
2016,0.00524095463770614,"Rwanda","Neonatal"
2017,0.0506806541711671,"Rwanda","Under 5"
2017,0.0155032699629593,"Rwanda","Neonatal"
2017,0.00501034020069147,"Rwanda","Neonatal"
1950,0.321403414271835,"Rwanda","Under 5"
1950,0.0533530005657503,"Rwanda","Neonatal"
1950,0.0270925738307737,"Rwanda","Neonatal"
1951,0.318195925734424,"Rwanda","Under 5"
1951,0.0528710678516625,"Rwanda","Neonatal"
1951,0.0266262931339282,"Rwanda","Neonatal"
1952,0.317690021774868,"Rwanda","Under 5"
1952,0.0529572470792528,"Rwanda","Neonatal"
1952,0.0265266673937146,"Rwanda","Neonatal"
1953,0.309096306428968,"Rwanda","Under 5"
1953,0.0516284355691183,"Rwanda","Neonatal"
1953,0.0257321788602169,"Rwanda","Neonatal"
1954,0.30208133931049,"Rwanda","Under 5"
1954,0.0505753397800535,"Rwanda","Neonatal"
1954,0.0250928291028852,"Rwanda","Neonatal"
1955,0.295921674720494,"Rwanda","Under 5"
1955,0.0496777735757319,"Rwanda","Neonatal"
